HGNCsymbol,ChromosomeName,GeneStart,GeneEnd
RPS11P1,20,11326031,11326503
H3F3BP1,13,72249199,72249601
KRTAP19-10P,21,31886931,31887117
ANP32BP3,15,81409976,81410681
RPL21P109,13,72278313,72278787
KRTAP19-11P,21,31909597,31909700
PGAM3P,20,11601699,11602125
RPL35AP31,13,72420113,72420449
LINC00687,20,11781111,11851363
KRTAP21-4P,21,32114098,32114913
RPS10P21,13,72487842,72488316
KRTAP8-2P,21,32174560,32174745
RNA5SP32,13,72552226,72552344
RN7SKP111,20,11799469,11799739
KRTAP8-3P,21,32179250,32179437
RAB8B,15,63481668,63559981
RPL18AP17,13,73034270,73034467
KRTAP7-1,21,32201357,32202078
RPL21P110,13,73277831,73278276
UBE3AP2,21,32432919,32435487
HSPE1P22,9,94789780,94790106
PA2G4P2,20,12360704,12361903
RNU6-80P,13,73280155,73280261
UBE2C,20,44441215,44445596
RNU6-79P,13,73455246,73455352
PSMD10P3,13,73610539,73610986
FBXW11P1,21,32999440,33000913
GCNT7,20,55066548,55100981
FABP5P1,13,73674713,73675123
SLMO2,20,57608200,57617964
RNU6-66P,13,73687052,73687155
CHCHD4P3,9,37434174,37434583
ISM1-AS1,20,13218448,13220321
RN7SL463P,9,37459392,37459706
RNU4-10P,13,73765665,73765804
STRCP1,15,43991686,44010382
HDHD2,18,44633774,44676891
RNY1P8,13,73801284,73801397
MARK2P12,13,73981905,73982489
GAPDHP2,20,13373324,13374321
LINC00393,13,73987610,74222390
RNU6-278P,20,13953962,13954070
ATP5J,21,27088815,27107984
RPS3P1,20,13984154,13984345
LINC00392,13,74138381,74162207
AIMP1P1,20,14108046,14108982
LINC00402,13,74805594,74834113
RN7SL864P,20,14203687,14203976
RAB1C,9,37636685,37637290
RNY1P5,13,74863237,74863351
RNU6-228P,20,14332966,14333071
ZBTB26,9,125677845,125693779
RPL21P108,13,74951300,74952088
RN7SKP171,9,37661744,37662046
FAM209A,20,55092243,55101198
MACROD2-IT1,20,14535030,14617170
LINC00381,13,74993310,75009296
DTWD1,15,49913177,49937333
PAICSP1,9,37878113,37879490
RPS10P2,20,14738209,14738702
CPXM1,20,2774715,2781283
MACROD2-AS1,20,14864899,14910161
LINC00347,13,75117975,75139582
RNU7-124P,9,37936704,37936765
FAM209B,20,55108302,55111576
MTND4P15,9,94873147,94874179
RNU6-1159P,20,15002199,15002305
RNU6-115P,20,15003498,15003604
RNU6-353P,15,43994561,43994668
RNA5SP475,20,15261410,15261519
RIOK3P1,13,75402690,75404217
ENSAP1,20,15600139,15600464
RNU1-77P,15,82466565,82466726
RNU6-38P,13,75683724,75683830
PPIAP17,20,16204395,16205180
SSR1P2,13,75710291,75711077
CATSPER2P1,15,44019116,44039292
VN1R48P,9,38504444,38505479
RHOV,15,41164412,41166487
RPLP0P1,20,16566978,16567338
CTAGE11P,13,75812080,75814432
FAM220BP,9,38527094,38527909
LINC01078,13,75824616,75826148
ADAMTS7P1,15,82590891,82626963
FURIN,15,91411822,91426688
TBC1D4-AS1,13,75949647,75951430
NIPA2,15,23004684,23034427
CYP4F33P,9,38542311,38542566
RNU6-27P,20,17168155,17168261
RNU1-131P,20,17189705,17189865
SNX18P3,9,38566257,38568208
DYNLT3P1,20,17459730,17460076
RPS27AP2,20,17497488,17497952
FAM201A,9,38620471,38624987
FAM204CP,13,76262692,76263333
MIR4744,18,46576057,46576138
RN7SKP69,20,17556851,17557155
LINC00561,13,76506531,76509268
GABPA,21,27106881,27144771
LINC01034,13,76587159,76588637
RNU6-192P,20,17884406,17884505
RNU6-765P,9,38680003,38680101
RN7SL571P,13,76709067,76709360
TFAP2C,20,55204358,55214339
SNORD17,20,17943353,17943589
BTF3P11,13,77502200,77502970
PTMAP3,20,17992599,17992928
VN2R3P,9,39016966,39039591
RPL7P44,13,77555310,77556051
MIR1539,18,47013709,47018248
SNORD58C,18,47015615,47015678
RPL15P1,20,18070760,18071359
ZNF831,20,57766075,57834168
DHX9P1,13,77559003,77562078
SNORD58A,18,47017653,47017717
TNNC2,20,44451853,44462384
VPS18,15,41186628,41196173
SNORD58B,18,47018034,47018099
SRP72P1,18,47021517,47023266
APH1B,15,63568217,63601325
RNU6-354P,15,44026377,44026483
RN7SL640P,9,39191097,39191355
MYCBP2-AS1,13,77649649,77672677
MIR1282,15,44085857,44085957
RNU7-137P,20,18076215,18076276
HMGN1P2,21,33078868,33079177
FAM74A5,9,39371062,39376913
SMUG1P1,18,47176720,47177530
PIN4P1,15,44168047,44168442
TPT1P1,21,33212653,33213170
ACTBP7,15,44281259,44282382
MYCBP2-AS2,13,77654646,77655325
RN7SL14P,20,18239200,18239495
RABGAP1,9,125703112,125867145
RNU2-56P,20,18246334,18246523
SCEL-AS1,13,78173890,78180686
RN7SKP74,20,18275787,18276095
GAPDHP55,15,44355709,44356511
IER3IP1,18,44681413,44702745
SCARNA17,18,47340503,47340646
RNY3P7,13,78197507,78197607
SPTLC1P5,13,78233548,78233799
MIR3665,13,78272147,78272251
RNA5SP457,18,47472636,47472759
RNY4P11,20,18309650,18309746
EDNRB-AS1,13,78402357,78408085
LINC00851,20,18359693,18362128
ADAD1P2,18,47590165,47590810
GCNT1P1,20,18400804,18402098
RN7SL310P,18,47733370,47733648
RNA5SP476,20,18414486,18414588
MIR3192,20,18451259,18451335
RNA5SP458,18,47845372,47845490
LINC00475,9,94903580,94922396
ATP5A1P9,9,39654198,39655518
RPL21P3,20,18465909,18466696
RPLP0P11,18,47984257,47985165
EDN3,20,57875482,57901047
DLL4,15,41221538,41231237
RN7SL462P,9,39720399,39720657
RPS19P1,20,18485277,18485710
RNF219-AS1,13,78493824,79191463
LINC00493,20,18548064,18550207
TMEM239,20,2795614,2800930
FAM74A1,9,39900346,39906219
RN7SL638P,20,18572974,18573261
RNU6ATAC34P,20,18591691,18591811
DUXAP7,20,18623426,18624278
VN2R4P,9,40063116,40085739
RN7SL810P,13,78521628,78521907
LINC01069,13,78563507,78564781
EEF1A1P34,20,18763068,18764334
LINC00446,13,78587018,78627730
ANKRD30B,18,14728271,14852737
UBE2Q2P2,15,82647360,82712277
BMP7,20,55743804,55841685
SRGNP1,13,78859973,78860423
LINC00652,20,18768295,18774979
SKOR2,18,44746293,44775554
C20orf141,20,2795633,2796479
RNY3P3,13,78929362,78929463
RPL31P54,13,78996958,78997327
TCEB1P23,13,79062317,79062648
VN2R5P,9,40371838,40394460
UBE2Q2P6,15,82664459,82748784
GPR21,9,125796806,125797975
RPL21P111,13,79335310,79335786
CBWD1,9,121041,188979
BEND3P2,9,94933523,94935776
LINC00331,13,79361454,79366442
CSPG4P8,15,82751614,82769399
SNORA84,9,95054743,95054875
RN7SL422P,9,40516806,40517064
HSPD1P8,13,79423366,79425343
FAM74A3,9,40715662,40722679
CCT5P2,13,79483054,79484677
HUNK-AS1,21,33393279,33394095
NIPA2P5,13,79664918,79668254
LINC00159,21,33452629,33570125
ATP5A1P1,9,41028804,41030086
BCAS2P3,13,79740254,79741020
RNA5SP33,13,79963669,79963766
MIS18A-AS1,21,33650174,33653299
RBM26-AS1,13,79980444,79998463
RPL17P1,20,20233947,20234482
RN7SL347P,15,44726452,44726705
HNRNPMP1,15,44739775,44741542
RN7SL109P,21,33714826,33715062
RN7SL690P,20,20297428,20297684
SNORA80,21,33749496,33749631
MIR4670,9,95290266,95290340
EIF4E2P1,20,20640354,20640608
NDFIP2-AS1,13,80051499,80055366
EXOSC3P1,21,33869122,33869621
LINC01068,13,80140881,80144983
RN7SL607P,20,20719078,20719374
RNA5SP490,21,33935385,33935520
LINC01038,13,80378553,80379820
MRPS11P1,20,20834764,20835285
LINC00846,21,33944548,33948191
LINC00382,13,80446721,80492079
FAM74A2,9,41306133,41311985
PCED1A,20,2815960,2821836
EIF3J-AS1,15,44819455,44829121
OR7E23P,21,33993359,33994406
RNU6-61P,13,80943561,80943669
LINC00237,20,21068245,21086999
HNRNPA1P31,13,81193233,81194202
PWWP2AP1,13,81228890,81231162
RPL24P2,20,21095364,21095838
PAXBP1-AS1,21,34100426,34115433
ARF4P4,13,81462483,81463002
FAM74A6,9,41516046,41523018
DPPA3P3,13,81689001,81689430
LINC00564,13,81800000,81801118
ZNF658B,9,41588823,41609544
RNU6-77P,13,81839882,81839972
HIGD1AP2,13,81847026,81847305
PTMAP5,13,82264046,82265207
GYG1P2,13,83397266,83398271
SMAD2,18,45357922,45457515
RNU6-67P,13,83872206,83872302
ATP5A1P8,9,41799259,41800556
VENTXP2,13,84481436,84481916
UBE2D3P4,13,84594462,84594897
MTND4P1,13,85094238,85095703
RBPJP5,9,41884765,41886211
MTND5P3,13,85095860,85098050
LINC00333,13,85136499,85137371
LINC00375,13,85639222,85653055
RN7SL763P,9,42031881,42032162
LINC00351,13,85937736,86118705
ATP8B4,15,50150435,50475014
RNU6-72P,13,86158883,86158988
MOB1AP1,13,86543134,86543668
STRBP,9,125871779,126030855
DDX6P2,13,86927755,86929524
ANKRD19P,9,95571670,95650975
FES,15,91426925,91439006
TXNL1P1,13,87377755,87378308
NIPA1,15,23043277,23100005
LINC00430,13,87564173,87589271
UBBP5,13,87871259,87871524
SPO11,20,55904815,55919050
LIN28AP2,13,88031727,88032513
MEP1AP1,9,42332815,42338938
MIR4500HG,13,88079469,88323514
PLK1S1,20,21106624,21227260
RNU6-1269P,9,42378941,42379047
CA12,15,63613577,63674360
MIR4500,13,88270920,88270995
SNX18P8,9,42438100,42438973
LINC00397,13,88453291,88456063
TET1P1,13,88542427,88544727
LINC00945,21,34430135,34437289
FAM95B1,9,42466317,42474239
RPL29P29,13,88888802,88889224
RNU1-119P,15,45176814,45176978
LINC00433,13,89193119,89197764
LINC00560,13,89279107,89282651
GRPEL2P1,13,89630701,89631039
RNU6-1108P,15,45219798,45219901
RNU6-1332P,15,45255028,45255131
LINC01047,13,89867101,89889144
PHACTR3,20,58152564,58422766
TRIM60P13,13,89901072,89902354
LINC00440,13,89925457,89932494
RNU6-966P,15,45265756,45265859
CNN2P2,9,42491162,42492070
RNU1-78P,15,45295062,45295226
SP3P,13,90013414,90015478
LINC01040,13,90129862,90152763
IGKV1OR9-2,9,42751727,42752381
LINC00353,13,90200945,90206058
C9orf66,9,213108,215893
MTND1P12,9,42779843,42779998
ROCK1,18,18526867,18691812
RPL7L1P1,13,90485411,90486195
BMS1P14,9,42808660,42812274
HNRNPA3P16,18,48340762,48342100
PEX12P1,13,90644085,90645132
RPL17P46,18,48349947,48350490
LINC00559,13,90712506,90771973
RNA5SP34,13,90787966,90788095
RN7SL695P,18,48633124,48633416
FAR1P1,13,90823120,90824053
CHAC1,15,41245160,41248710
SRSF10P1,18,48684652,48685753
KRT18P27,13,90882638,90883936
RNU1-46P,18,48810103,48810266
AQP7P3,9,42858072,42876505
MIR622,13,90883436,90883531
LINC01049,13,91145541,91187334
RNU6-75P,13,91434020,91434123
LINC00410,13,91543208,91578851
BRK1P2,13,91675986,91676208
CYP4F59P,9,43027748,43032877
LINC00380,13,91739508,91741847
SNX18P4,9,43062929,43063757
LINC00379,13,91779867,91783661
SS18L2P2,18,48947433,48948044
PPIAP23,13,91924335,91924831
RNA5SP477,20,21119597,21119715
RNU6-538P,9,43122799,43122905
RSL24D1P9,18,49139009,49139480
MIR17HG,13,92000074,92006833
RPS8P3,18,49371377,49371998
IL10RB-AS1,21,34636178,34638565
MEP1AP3,9,43162901,43169024
RNU6-714P,9,95583259,95583361
EEF1DP2,9,95599108,95599950
USF1P1,21,34706877,34707402
RPS15AP1,20,21146846,21147236
RPS5P3,21,34853887,34854502
RNU4ATAC3P,13,92712097,92712222
ZNF877P,20,21246492,21247103
FABP5P4,13,92832968,92833138
SNX21,20,44462449,44471914
GPC5-AS2,13,92992047,92992856
BTF3P6,21,34890917,34891415
GPC5-IT1,13,93136859,93162347
RN7SL61P,15,82770180,82770459
MIR548AS,13,93142416,93142473
ATP5A1P5,9,43399987,43401315
GPC5-AS1,13,93353642,93373867
RN7SKP140,20,21405396,21405679
RPL29P32,18,51131624,51132095
GOLGA6L17P,15,82804003,82810874
GSTM3P1,20,21482033,21482606
NKX2-2-AS1,20,21492085,21492947
LINC00649,21,35287838,35349992
SNORA37,18,51748654,51748782
SNRPGP2,18,51933259,51933484
DNM1P38,15,82816060,82818549
SLC25A6P1,20,21722941,21723715
RN7SL343P,9,43802781,43803039
RPL41P1,20,21735866,21736171
RPSAP57,18,52411981,52412812
CNN2P4,9,43997830,43998733
CRB2,9,126118449,126142603
ADAMTS7P2,15,82888224,82924290
CYP4F60P,9,44019596,44020591
RAE1,20,55926066,55954267
MAP1LC3P,18,52621634,52621963
SNX18P5,9,44046989,44047817
VPS16,20,2821349,2847378
ANKRD20A7P,9,44076368,44118444
RNA5SP459,18,52813777,52813876
LINC00261,20,22528309,22559280
GOLGA8I,15,23255242,23268823
RNU6-599P,9,44107813,44107919
MIR4529,18,53146452,53146529
MEP1AP4,9,44147906,44154014
RPL21P126,18,53303064,53303541
KRT18P3,20,22713440,22714727
RN7SL740P,21,35291350,35291642
RN7SL256P,15,82969419,82969698
SNX18P2,9,95655980,95656787
CSPG4P9,15,82970479,82988374
ALOX15P2,9,95675438,95683842
LINC00656,20,23105705,23113258
RNA5SP478,20,23141494,23141608
APP,21,27252861,27543446
UBE2Q2P3,15,83023847,83088805
RNU6-953P,15,45646977,45647083
ACOT8,20,44470360,44486045
RBPJP6,9,44471985,44473415
INO80,15,41271078,41408552
RNA5SP479,20,23361533,23361649
MIR147B,15,45725248,45725327
CST12P,20,23456337,23460435
RNU7-5P,15,45738661,45738722
ATP5A1P6,9,44558938,44560285
CST13P,20,23499783,23522655
CST9LP1,20,23528401,23531289
HMGN2P46,15,45803334,45878488
CST2P1,20,23691957,23692043
SLC27A2,15,50474393,50528592
FAM27E4,9,44997777,44999352
CSTP1,20,23899408,23902806
RNU6-829P,9,96137838,96137949
POM121L3P,20,23969929,23971091
DPPA5P2,15,45858974,45859272
TUBA3C,13,19747910,19755992
RNU1-23P,20,24217891,24218034
GAPDHP53,20,24426027,24426950
CDK2AP2P1,9,45363481,45363852
MYO5BP1,9,45375910,45377188
RNU6-1257P,20,24954807,24954916
RNU6-1014P,15,46952856,46952958
RN7SKP101,15,47012391,47012710
MIR4291,9,96581639,96581703
RN7SL565P,9,45661987,45662268
RN7SKP139,15,47564794,47565086
CYCSP24,9,96800312,96800627
PPIAP2,20,25348911,25349402
RNU6ATAC17P,20,25591789,25591859
ZNF337-AS1,20,25604681,25658710
MTRNR2L3,20,55933496,55934878
RN7SL722P,9,46048172,46048453
RN7SL594P,20,25635232,25635517
MED28P7,20,25650493,25651022
VN1R108P,20,25714900,25715729
MIRLET7A1,9,96938234,96938325
MIRLET7F1,9,96938629,96938715
CFTRP1,20,25900135,25900317
MIRLET7DHG,9,96938884,96966850
WDR7-OT1,18,54695063,54706076
LINC-ROR,18,54721813,54739350
RBM38,20,55966463,55984389
DOCK8,9,214854,465259
DENND1A,9,126141933,126692431
RNU6-737P,18,54951833,54951939
MIRLET7D,9,96941116,96941202
FAM182A,20,26035291,26073683
RN7SL544P,9,46674882,46675163
RNU6-677P,9,97007971,97008041
NCOR1P1,20,26084052,26094664
VDAC1P11,9,97049981,97050832
GREB1L,18,18822203,19105378
MIR663A,20,26167556,26232162
CYYR1,21,27838528,27945603
SYCP2,20,58438618,58508710
RNU6-669P,9,97270020,97270126
PCAT7,9,97317351,97330409
HDC,15,50534144,50558223
MIR2278,9,97572244,97572339
RBPJP7,9,46912527,46913973
ATP5A1P7,9,46998213,46999491
TPTE2,13,19997017,20110903
VN2R6P,9,47249606,47264801
USP3,15,63796793,63886839
FAM74A4,9,65487273,65494248
ZBTB7C,18,45553044,45937123
MIR23B,9,97847490,97847586
RPS5P2,21,35507732,35508371
MLLT10P1,20,29637799,29638060
MIR27B,9,97847727,97847823
ADAMTS1,21,28208066,28217728
DKKL1P1,20,29861973,29862670
MIR3074,9,97848296,97848376
RNU6-742P,18,55422626,55422732
RPL31P3,20,29899106,29899765
LINC00310,21,35552978,35562220
RSL24D1P11,18,55505708,55506198
HAUS6P2,20,29929174,29932274
RNA5SP480,20,29944673,29944781
DEFB117,20,29948578,29948733
DEFB122,20,30009239,30016983
LHX2,9,126763949,126795580
HMGN1P30,18,55686021,55686293
LINC00028,20,30073581,30075377
RNA5SP288,9,97904731,97904823
HM13-IT1,20,30150969,30151879
HM13-AS1,20,30155510,30161066
RNU6-384P,20,30168892,30168995
RBPJP2,9,65973177,65974604
MIR3193,20,30194989,30195043
MT1P1,9,98175549,98175731
MIR122,18,56118306,56118390
RNU1-94P,20,30489057,30489229
ATP5A1P10,9,66058843,66060121
RNA5SP481,20,30596154,30596275
RNA5SP482,20,30638391,30638508
RSL24D1P6,20,30758193,30758593
RPL9P31,18,56298491,56299352
ADAMTS5,21,28290231,28338832
GOLGA8S,15,23599895,23612378
CNN2P5,9,66345261,66346161
TSPY26P,20,30774280,30778330
MRPL37P1,18,56357588,56359385
MIR1825,20,30825598,30825650
CYP4F61P,9,66366966,66367990
MPHOSPH8,13,20207788,20247599
SNX18P6,9,66394412,66395279
C20orf203,20,31219428,31261743
EXD1,15,41474923,41522941
RNA5SP283,9,66458144,66458262
BAK1P1,20,31276723,31278816
PTGER4P2,9,66499743,66499994
LINC00160,21,36096105,36109478
CDK2AP2P2,9,66500642,66501008
HDHD1P3,20,31635323,31635958
MYO5BP2,9,66513032,66514308
SOCS2P1,20,31775197,31776098
N6AMT1,21,30244513,30257693
BPIFA4P,20,31781391,31798268
RPL34P3,21,36844393,36844730
RPL9P8,15,83041000,83125316
EZH2P1,21,36972030,36972320
MIR802,21,37093013,37093106
RPS20P1,21,37097045,37097398
RPL12P3,20,31860068,31860463
CSPG4P10,15,83128128,83145983
PPP1R2P2,21,37259365,37260724
BPIFB5P,20,31904675,31917775
BPIFB9P,20,31935526,31942250
RN7SL511P,20,32046605,32046854
RPL31P2,20,32339973,32340349
MAN2A2,15,91445448,91465814
TPM3P2,20,32500129,32501142
RNU6-156P,9,66712628,66712734
KANK1,9,470291,746105
PIGPP3,20,32552968,32553382
LINC00476,9,98521513,98638259
PSPC1,13,20248896,20357142
RN7SL410P,15,83146764,83147043
GOLGA6L21P,15,83188579,83195251
GOLGA6L2,15,23684645,23692381
BMS1P9,9,66960613,66964189
MIR4755,20,32636925,32636996
RPS2P1,20,32710276,32711096
DNM1P42,15,83200404,83202890
XPOTP1,20,32801301,32803698
RNU2-46P,9,98622186,98622298
AQP7P4,9,67032331,67048373
RNA5SP289,9,98667287,98667423
RPL23AP3,21,37388377,37388844
RIMKLBP1,21,37422512,37423675
LINC00092,9,98782014,98790247
CDC42P1,20,32989955,32990502
ITCH-AS1,20,33029397,33029830
RNU6-992P,21,37438843,37438950
ITCH-IT1,20,33038735,33042357
MIR644A,20,33054130,33054223
AQP7P1,9,67272038,67289492
FDX1P1,20,33063729,33064279
NEK6,9,127019885,127115586
MEMO1P1,21,37502669,37504208
HMGB3P1,20,33421378,33422265
MIR499A,20,33578179,33578300
RNU6-407P,20,33618120,33618223
RNA5SP483,20,33783109,33783226
BMS1P10,9,67327775,67334983
SCARNA15,15,83421636,83425960
DMRT1,9,841690,969090
GABPB1,15,50569389,50647605
MKRN3,15,23810454,23873064
EIF4BP3,9,98908289,98910138
CTIF,18,46065417,46389588
MMP24-AS1,20,33804265,33865934
RNU6-1160P,9,99018498,99018601
MIR4515,15,83736087,83736167
RN7SL787P,9,67858947,67859228
CBR3-AS1,21,37504065,37528615
RNU6-401P,15,84386179,84386274
DMRT3,9,976964,991731
TUBA8P2,15,84408536,84408951
RNU6-368P,9,67937393,67937499
MT1P3,20,33805812,33805988
RNU6-1339P,15,84493615,84493705
ZMYM5,13,20397622,20437776
FAM83C-AS1,20,33873054,33873559
IGLL1,22,23915312,23922495
MIR1289-1,20,34041776,34041919
LTN1,21,30300466,30365270
EFTUD1P1,15,84748920,84795356
MYO5BP3,9,68357280,68358558
CDK2AP2P3,9,68370604,68370975
MAGEL2,15,23888691,23891175
PTGER4P3,9,68371626,68371877
RNA5SP284,9,68408924,68409041
NDN,15,23930565,23932450
LINC00537,9,68413482,68414196
CSPG4P11,15,84855504,84866136
MIR4477B,9,68415308,68415388
MIR4477A,9,68415308,68415388
ZSWIM3,20,44486256,44507761
PSMB7,9,127115745,127177723
NPAP1,15,24920541,24928593
YRDCP2,9,99717102,99717743
RPL36P4,20,34132175,34132492
DMRT2,9,1050354,1057552
TCEA1P1,9,99830031,99830910
ZSWIM1,20,44509866,44513905
PGM5P1,9,68741234,68809906
CTCFL,20,56071035,56100708
CHP1,15,41523037,41574043
SPATA25,20,44515128,44516274
RN7SL112P,18,56470253,56470561
RNU6-219P,18,56472500,56472606
MIR1299,9,69002239,69002321
NEURL2,20,44517264,44519926
RNU2-69P,18,56593429,56593528
GOLGA2P7,15,84867600,84898888
PGM5P2,9,69080240,69147854
OACYLP,18,56663966,56736570
VN1R51P,9,99855976,99856920
FAM220CP,9,99883941,99884771
ANKRD18CP,9,99918852,99983517
GPR144,9,127213423,127239379
RNU6-798P,9,99955205,99955307
OIP5,15,41601466,41624819
C22orf43,22,23950639,23974508
FER1L4,20,34146507,34195484
RNU6-1193P,9,69392612,69392718
SNX18P9,9,69451764,69452598
CYP4F25P,9,69477881,69478916
ZNF322P1,9,99959537,99961910
RPS26P54,18,57428790,57429137
GLUD1P4,18,57445804,57446221
CNN2P3,9,69498582,69499487
RWDD2B,21,30376705,30391699
NR5A1,9,127243516,127269709
NFE2L3P1,18,57636670,57638628
AQP7P2,9,69633978,69650004
RN7SL342P,18,57640146,57640437
SDCCAG3P1,18,57677224,57678375
BMS1P11,9,69718152,69721729
SMAD7,18,46446223,46477081
FAM217B,20,58508819,58523735
FAM60CP,18,57684010,57684673
PTPRA,20,2844830,3019722
RNU6-567P,18,57685857,57685963
IGKV1OR-2,9,69777099,69777953
RPS3AP49,18,57816808,57817597
RNU4-17P,18,57830800,57830940
MRPS5P4,18,58187074,58187398
PPP1R3D,20,58511894,58515352
RPL37P1,20,34176246,34176529
RN7SKP271,20,34231065,34231384
RNU6-759P,20,34235250,34235352
RPF2P1,20,34340736,34341641
RNU6-1293P,9,69892787,69892893
RNU6-1166P,20,34357707,34357789
SNRPN,15,25068794,25223870
COX7BP2,20,34438596,34438837
BMS1P12,9,70083601,70087216
HIGD1AP16,20,34466398,34466655
CTBP2P3,18,58330348,58331602
RNU4-40P,20,34475581,34475723
RNU6-937P,20,34516492,34516597
RNU6-116P,18,59058828,59058936
RPL30P14,18,59072091,59072438
IGKV1OR9-1,9,70143769,70144432
LINC00657,20,34633544,34638882
NR6A1,9,127279554,127533589
BMS1P13,9,70334349,70337925
KRT8P24,15,49264000,49265558
HMGB3P2,20,34663940,34664523
RN7SL577P,15,49334540,49334840
IGKV1OR-3,9,70394238,70395090
MTND1P17,22,17357108,17357311
NDUFAF4P1,15,49448526,49449044
MIR4716,15,49461267,49461350
MEP1AP2,9,70727365,70734146
IGKV1OR22-5,22,17385109,17385586
RN7SL307P,15,49491099,49491391
IGKV2OR22-4,22,17395125,17395871
