ensg	chromosome_name	hgnc_symbol
ENSG00000241959	7	RN7SL76P
ENSG00000200350	4	RNU6-1285P
ENSG00000277004	16	RNA5SP412
ENSG00000251895	14	RNU6-976P
ENSG00000252045	21	AP000272.1
ENSG00000264846	CHR_HSCHR6_MHC_COX_CTG1	AL662866.1
ENSG00000222617	15	RN7SKP254
ENSG00000252960	9	RN7SKP258
ENSG00000201245	13	AL137139.1
ENSG00000242688	1	RN7SL304P
ENSG00000238754	1	SCARNA18B
ENSG00000252866	7	RNA5SP243
ENSG00000276839	1	AL138776.1
ENSG00000278785	15	AC243562.4
ENSG00000207371	6	AL160163.1
ENSG00000278747	CHR_HSCHR3_9_CTG3	AC073135.5
ENSG00000277599	11	AP000944.2
ENSG00000252933	19	RNU6-1223P
ENSG00000201990	7	AC005995.1
ENSG00000212496	12	RNU6-1093P
ENSG00000206836	2	RNU6-1029P
ENSG00000253031	9	RNA5SP291
ENSG00000212418	17	RNY4P36
ENSG00000252751	3	RNU6-143P
ENSG00000265663	CHR_HSCHR6_MHC_MANN_CTG1	SNORD32B
ENSG00000252470	4	RNU6-551P
ENSG00000252913	4	RNU6-158P
ENSG00000278026	3	AC117415.2
ENSG00000206800	13	RNY3P7
ENSG00000252671	5	AC012640.3
ENSG00000199645	5	RNU6-1330P
ENSG00000252117	15	RNU6-1108P
ENSG00000274777	19	AC004792.1
ENSG00000199584	12	AC025252.1
ENSG00000243549	18	RN7SL705P
ENSG00000229686	20	SNORD56
ENSG00000252581	3	RNU6-1098P
ENSG00000222589	8	RN7SKP159
ENSG00000207193	6	AL138883.1
ENSG00000243370	17	RN7SL775P
ENSG00000277580	CHR_HSCHR1_3_CTG32_1	RNU6-747P
ENSG00000275982	17	AC115989.2
ENSG00000201780	12	RNU6-275P
ENSG00000242482	1	RN7SL392P
ENSG00000240639	20	RN7SL666P
ENSG00000252802	1	AL627313.2
ENSG00000222706	5	RN7SKP89
ENSG00000202513	10	RNU6-805P
ENSG00000201827	3	AC022296.1
ENSG00000200218	10	RNU6-697P
ENSG00000221044	17	AC023855.1
ENSG00000243770	2	RN7SL65P
ENSG00000199894	4	AC093872.1
ENSG00000238998	11	RNU7-187P
ENSG00000264847	CHR_HSCHR6_MHC_MCF_CTG1	CR936875.1
ENSG00000278551	9	RNU6-368P
ENSG00000264317	19	RN7SL154P
ENSG00000200816	6	SNORA38
ENSG00000238440	12	AC135279.1
ENSG00000276609	7	AC004080.9
ENSG00000252951	4	RNA5SP165
ENSG00000201592	X	AL732366.1
ENSG00000277689	1	AL109925.5
ENSG00000221643	1	SNORA77
ENSG00000252641	3	RNU6-678P
ENSG00000244356	10	RN7SL398P
ENSG00000206779	1	CR589951.1
ENSG00000272034	11	SNORD14A
ENSG00000222078	6	RN7SKP110
ENSG00000212246	2	RNU6-360P
ENSG00000252812	13	RN7SKP2
ENSG00000207403	6	AL139098.1
ENSG00000202402	14	AL136418.2
ENSG00000252634	10	RN7SKP219
ENSG00000200594	6	RNU6-824P
ENSG00000276493	1	AL445248.2
ENSG00000252312	14	RN7SKP21
ENSG00000252906	1	SCARNA3
ENSG00000202190	10	AL592430.1
ENSG00000201301	3	RNA5SP130
ENSG00000280584	CHR_HG2030_PATCH	OBP2B
ENSG00000252341	5	AC012640.2
ENSG00000274710	CHR_HSCHR14_7_CTG1	AL157858.1
ENSG00000200252	15	AC092868.1
ENSG00000206760	3	SNORA6
ENSG00000273846	22	AP000552.4
ENSG00000207264	10	RNU6-15P
ENSG00000202095	8	RNU6-1172P
ENSG00000202008	2	AC080069.1
ENSG00000222164	7	RN7SKP266
ENSG00000206711	4	AC107055.1
ENSG00000244399	2	RN7SL251P
ENSG00000275933	1	AC247039.1
ENSG00000199335	4	RNU6-204P
ENSG00000271798	20	SNORA51
ENSG00000240199	16	RN7SL520P
ENSG00000221345	6	AL096709.1
ENSG00000278838	X	AL034410.1
ENSG00000265955	CHR_HSCHR6_MHC_QBL_CTG1	AL845353.1
ENSG00000253013	4	AC104070.1
ENSG00000263467	CHR_HSCHR6_MHC_DBB_CTG1	CR753819.1
ENSG00000252937	3	RNU6-1270P
ENSG00000201168	12	RNA5SP368
ENSG00000244326	5	RN7SL814P
ENSG00000212165	20	AL031684.1
ENSG00000274186	10	RN7SL248P
ENSG00000199197	18	RN7SKP72
ENSG00000278700	16	AC023830.4
ENSG00000277908	CHR_HSCHR4_6_CTG12	RNU1-51P
ENSG00000252833	5	RNA5SP186
ENSG00000200652	16	AC136611.1
ENSG00000251707	X	RNU7-37P
ENSG00000252145	X	RNU6-1225P
ENSG00000207148	4	AC093867.1
ENSG00000251882	6	RNU6-475P
ENSG00000252091	20	RNU6-1146P
ENSG00000212527	1	RNA5SP63
ENSG00000278592	7	AC004080.15
ENSG00000201435	12	RNU4-24P
ENSG00000206959	20	AL157838.2
ENSG00000200763	2	RNU6-961P
ENSG00000201968	3	RNA5SP138
ENSG00000252827	12	RN7SKP11
ENSG00000201231	8	RNU4-50P
ENSG00000280502	11	AP003392.6
ENSG00000199677	5	AC113410.1
ENSG00000252126	7	RNU6-313P
ENSG00000277374	KI270750.1	AC116622.1
ENSG00000265078	3	RN7SL664P
ENSG00000222614	19	AC008635.1
ENSG00000200757	15	SNORD115-16
ENSG00000212452	3	SNORD69
ENSG00000202099	2	RNU6-234P
ENSG00000265684	5	RN7SL378P
ENSG00000201684	11	RN7SKP239
ENSG00000202377	7	SNORA25B
ENSG00000200528	8	RNU6-1331P
ENSG00000278189	21	RNA5-8SN1
ENSG00000207507	19	RNU6-9
ENSG00000252704	7	RN7SKP277
ENSG00000251888	16	RN7SKP190
ENSG00000222613	4	AC096733.1
ENSG00000223181	1	RNU6-1199P
ENSG00000271924	2	RNA5SP108
ENSG00000277948	2	AC007435.2
ENSG00000200750	18	AC091038.1
ENSG00000206698	5	RNU1-73P
ENSG00000252429	1	RNU7-29P
ENSG00000222872	3	RNU4-78P
ENSG00000200688	12	AC073575.2
ENSG00000206991	15	RNU6-610P
ENSG00000212512	1	AL691482.1
ENSG00000207181	1	SNORA14B
ENSG00000273975	2	AC007272.2
ENSG00000199509	20	RNA5SP477
ENSG00000252647	16	RNA5SP416
ENSG00000201728	20	RNA5SP479
ENSG00000239149	1	SNORA59A
ENSG00000199385	1	RNU6-369P
ENSG00000201356	X	RNA5SP500
ENSG00000239888	17	RN7SL792P
ENSG00000243959	5	RN7SL684P
ENSG00000252396	1	RN7SKP195
ENSG00000239102	9	RNU7-185P
ENSG00000200898	11	RNU6-1243P
ENSG00000207196	11	AP000590.1
ENSG00000252050	X	AL606748.2
ENSG00000199530	4	AC021105.1
ENSG00000201075	16	AC040173.1
ENSG00000241791	2	RN7SL817P
ENSG00000276988	7	AC010655.5
ENSG00000200036	1	RNA5SP65
ENSG00000252385	13	RNU6-68P
ENSG00000251864	6	AL121715.1
ENSG00000251915	16	RNA5SP406
ENSG00000201217	3	AC026347.1
ENSG00000243313	6	RN7SL285P
ENSG00000278020	7	AC004080.13
ENSG00000277234	1	RNU1-5P
ENSG00000201766	10	RNA5SP302
ENSG00000212378	2	AC092630.1
ENSG00000200220	1	RNU6-179P
ENSG00000277120	X	MIR6089
ENSG00000266660	CHR_HSCHR6_MHC_MANN_CTG1	BX908732.1
ENSG00000275586	7	AC073140.1
ENSG00000207967	12	MIR620
ENSG00000276100	7	AC106873.6
ENSG00000263742	11	MIR3165
ENSG00000277713	9	MIR6856
ENSG00000201364	10	RN7SKP37
ENSG00000222112	1	RN7SKP16
ENSG00000239014	15	SNORD108
ENSG00000263762	8	MIR4286
ENSG00000202400	2	SNORD82
ENSG00000252607	12	AC130406.1
ENSG00000263963	5	AC008670.1
ENSG00000207105	15	AC091073.1
ENSG00000264099	5	MIR4803
ENSG00000252073	1	RNU6-947P
ENSG00000274984	7	AC211476.7
ENSG00000277452	1	RN7SL473P
ENSG00000275231	12	AC007351.4
ENSG00000276628	CHR_HSCHR19LRC_LRC_I_CTG3_1	LENG1
ENSG00000265304	5	MIR3650
ENSG00000264951	CHR_HSCHR6_MHC_MCF_CTG1	CR759787.2
ENSG00000263746	5	MIR4277
ENSG00000207362	10	RNU6-422P
ENSG00000252902	11	RNA5SP342
ENSG00000206741	5	AC022217.1
ENSG00000263932	3	MIR4448
ENSG00000238723	17	AC217773.1
ENSG00000251703	4	RNU6-998P
ENSG00000275670	3	MIR8076
ENSG00000200431	X	RNU4-81P
ENSG00000252250	2	AC114772.1
ENSG00000252943	9	RNU6-264P
ENSG00000222870	7	RNU6-1328P
ENSG00000284251	3	MIR711
ENSG00000242893	13	RN7SL413P
ENSG00000252012	Y	RNA5SP521
ENSG00000207635	20	MIR499A
ENSG00000252292	10	RN7SKP238
ENSG00000277590	2	MIR7845
ENSG00000222313	X	RN7SKP267
ENSG00000201384	14	AC007375.1
ENSG00000277062	12	RN7SL88P
ENSG00000222784	1	RN7SKP91
ENSG00000266139	2	MIR4435-2
ENSG00000278233	21	RNA5-8SN2
ENSG00000201724	15	AC022692.1
ENSG00000252057	8	RNU7-174P
ENSG00000265056	2	MIR548S
ENSG00000207699	19	MIR518A2
ENSG00000275809	CHR_HSCHR15_1_CTG1	AC136352.3
ENSG00000283490	19	MIR518C
ENSG00000207004	14	RNU6-301P
ENSG00000222343	15	RN7SKP139
ENSG00000281072	2	AC073476.5
ENSG00000201095	X	RNU6-266P
ENSG00000199453	15	SNORD115-12
ENSG00000208008	19	MIR125A
ENSG00000202242	8	RNU6-1276P
ENSG00000277460	22	AL031591.2
ENSG00000284258	19	MIR8085
ENSG00000275049	CHR_HSCHR15_5_CTG8	AC011295.2
ENSG00000276642	1	AL445423.2
ENSG00000221739	17	MIR1203
ENSG00000276730	9	AL138834.1
ENSG00000240250	5	RN7SL541P
ENSG00000276138	22	FP885535.1
ENSG00000275429	16	MIR6862-1
ENSG00000240116	8	RN7SL303P
ENSG00000240014	4	RN7SL254P
ENSG00000200661	15	SNORD116-10
ENSG00000252695	13	MIR2276
ENSG00000200463	17	SNORD118
ENSG00000273499	12	AC087893.2
ENSG00000199488	3	RNU1-70P
ENSG00000207455	22	RNU6-331P
ENSG00000200170	10	AL607035.1
ENSG00000252242	17	RNU7-115P
ENSG00000200873	15	RNA5SP399
ENSG00000200917	4	RNU6-553P
ENSG00000222414	10	RNU2-59P
ENSG00000201852	18	RNU6-702P
ENSG00000276094	9	AL591926.2
ENSG00000252333	2	RNU6-964P
ENSG00000266494	6	MIR4641
ENSG00000201790	5	RNA5SP189
ENSG00000252900	Y	RNU6-303P
ENSG00000283369	1	AL606804.2
ENSG00000262132	CHR_HSCHR18_1_CTG1_1	RNA5SP458
ENSG00000244389	1	RN7SL242P
ENSG00000243048	X	FTHL18
ENSG00000231513	X	E2F6P4
ENSG00000259891	8	AC107375.1
ENSG00000276593	15	AC022306.3
ENSG00000259545	15	AC013452.2
ENSG00000143954	2	REG3G
ENSG00000109107	17	ALDOC
ENSG00000258433	15	AC087633.1
ENSG00000114735	3	HEMK1
ENSG00000145107	3	TM4SF19
ENSG00000140285	15	FGF7
ENSG00000104472	8	CHRAC1
ENSG00000258773	15	AC087636.1
ENSG00000263321	17	AC024361.3
ENSG00000118496	6	FBXO30
ENSG00000116996	1	ZP4
ENSG00000248459	3	AC083906.1
ENSG00000134545	12	KLRC1
ENSG00000284731	3	AC083906.5
ENSG00000270017	15	AC107976.1
ENSG00000249869	3	AC083906.2
ENSG00000180770	3	OR7E129P
ENSG00000271968	14	ADAM6
ENSG00000235652	6	AL356599.1
ENSG00000225200	14	AC246787.1
ENSG00000251178	3	OR7E21P
ENSG00000274609	CHR_HSCHR19LRC_PGF1_CTG3_1	KIR2DL4
ENSG00000211934	14	IGHV1-2
ENSG00000279803	16	AC009090.5
ENSG00000279019	16	AC009090.4
ENSG00000253780	14	IGHVIII-2-1
ENSG00000211935	14	IGHV1-3
ENSG00000276739	CHR_HSCHR19LRC_LRC_S_CTG3_1	KIR3DL2
ENSG00000276775	14	IGHV4-4
ENSG00000237250	1	AL359924.1
ENSG00000228028	3	AC069257.2
ENSG00000243781	1	AL590396.1
ENSG00000237418	3	AC069257.3
ENSG00000287487	3	AC104633.1
ENSG00000251618	Y	AC007322.4
ENSG00000287669	3	AC104633.2
ENSG00000267725	19	AC008521.2
ENSG00000240156	3	COX6CP6
ENSG00000278972	17	AC015920.1
ENSG00000224421	21	ATP5MFP1
ENSG00000273098	17	AC005303.1
ENSG00000228107	21	AP000692.1
ENSG00000243873	3	HMGB1P36
ENSG00000108984	17	MAP2K6
ENSG00000213123	3	TCTEX1D2
ENSG00000234634	17	LINC02093
ENSG00000177469	17	CAVIN1
ENSG00000157765	4	SLC34A2
ENSG00000159259	21	CHAF1B
ENSG00000103876	15	FAH
ENSG00000283174	1	AL590396.3
ENSG00000283166	1	AL590396.2
ENSG00000089157	12	RPLP0
ENSG00000283377	1	AL590396.4
ENSG00000270188	1	MTRNR2L11
ENSG00000242389	Y	RBMY1E
ENSG00000232154	1	MTCYBP15
ENSG00000149548	11	CCDC15
ENSG00000225723	1	MTND6P15
ENSG00000276634	CHR_HSCHR19LRC_PGF1_CTG3_1	KIR2DS4
ENSG00000227860	1	MTND5P18
ENSG00000228169	10	PPIAP19
ENSG00000146414	6	SHPRH
ENSG00000230019	1	YWHAQP9
ENSG00000114547	3	ROPN1B
ENSG00000228484	10	AL137025.1
ENSG00000232989	1	AL356010.1
ENSG00000234464	1	AL356010.2
ENSG00000274926	CHR_HSCHR19LRC_PGF1_CTG3_1	KIR2DL1
ENSG00000258122	16	AC044802.2
ENSG00000231877	1	AL359551.1
ENSG00000273199	21	AP000692.2
ENSG00000168748	16	CA7
ENSG00000215808	1	LINC01139
ENSG00000223890	2	AC008171.1
ENSG00000287524	2	AC007736.1
ENSG00000214071	X	BX842568.1
ENSG00000215149	1	KRT18P32
ENSG00000244571	3	RPS6P4
ENSG00000287627	1	AL359704.3
ENSG00000116117	2	PARD3B
ENSG00000257194	12	AC126178.1
ENSG00000224783	1	MIPEPP2
ENSG00000159256	21	MORC3
ENSG00000163312	4	HELQ
ENSG00000287177	1	AL583825.1
ENSG00000240792	3	AC079910.1
ENSG00000214210	3	AC084017.1
ENSG00000203685	1	STUM
ENSG00000258183	12	LINC02392
ENSG00000241636	3	LINC01323
ENSG00000241767	3	LINC01324
ENSG00000161217	3	PCYT1A
ENSG00000227854	1	AL590135.1
ENSG00000287589	1	AC093426.2
ENSG00000274933	17	TBC1D3I
ENSG00000259776	1	AC093426.1
ENSG00000247131	12	AC025263.1
ENSG00000278169	CHR_HSCHR19LRC_PGF1_CTG3_1	KIR2DP1
ENSG00000153976	17	HS3ST3A1
ENSG00000273017	21	AP000240.1
ENSG00000215533	21	LINC00189
ENSG00000111325	12	OGFOD2
ENSG00000227444	Y	AC007322.1
ENSG00000288102	12	AC112481.2
ENSG00000257787	12	AC112481.1
ENSG00000240198	3	ARHGEF3-AS1
ENSG00000273880	CHR_HSCHR19LRC_PGF1_CTG3_1	KIR3DP1
ENSG00000226092	Y	RBMY2AP
ENSG00000228817	21	BACH1-IT2
ENSG00000257995	12	AC084365.1
ENSG00000286021	12	LINC02822
ENSG00000277191	16	AC138904.2
ENSG00000267653	17	AC002546.1
ENSG00000172478	2	MAB21L4
ENSG00000114021	3	NIT2
ENSG00000266961	18	AP005482.3
ENSG00000228548	1	ITPKB-AS1
ENSG00000260302	18	AP005482.2
ENSG00000228382	1	ITPKB-IT1
ENSG00000233810	X	MOB1AP2
ENSG00000143772	1	ITPKB
ENSG00000122257	16	RBBP6
ENSG00000163947	3	ARHGEF3
ENSG00000237968	Y	AC007322.3
ENSG00000232118	21	BACH1-AS1
ENSG00000172023	2	REG1B
ENSG00000227600	CHR_HSCHR6_MHC_SSTO_CTG1	PPT2
ENSG00000265817	8	FSBP
ENSG00000236056	21	GAPDHP14
ENSG00000226987	9	AL157938.1
ENSG00000226967	1	HAUS4P1
ENSG00000267597	18	RPIAP1
ENSG00000238183	1	RPS27P5
ENSG00000197275	8	RAD54B
ENSG00000287259	1	AL359732.1
ENSG00000126882	9	FAM78A
ENSG00000259439	2	LINC01833
ENSG00000187151	11	ANGPTL5
ENSG00000261325	16	LINC02192
ENSG00000231159	Y	OFD1P8Y
ENSG00000260497	16	AC141846.1
ENSG00000226321	2	CROCC2
ENSG00000090402	3	SI
ENSG00000261231	16	LINC02133
ENSG00000278957	2	AC012354.10
ENSG00000282122	14	IGHV7-4-1
ENSG00000260450	16	LINC02134
ENSG00000211937	14	IGHV2-5
ENSG00000253387	14	IGHVIII-5-1
ENSG00000254053	14	IGHVIII-5-2
ENSG00000233392	2	AC104809.2
ENSG00000110318	11	CEP126
ENSG00000286024	19	AC026803.3
ENSG00000233627	6	C4A-AS1
ENSG00000223991	2	AC104809.1
ENSG00000236502	2	SIX3-AS1
ENSG00000231407	1	GORAB-AS1
ENSG00000197563	18	PIGN
ENSG00000123612	2	ACVR1C
ENSG00000239783	20	AL121776.1
ENSG00000138083	2	SIX3
ENSG00000244731	6	C4A
ENSG00000226769	20	GAPDHP54
ENSG00000259967	15	AC087761.1
ENSG00000120370	1	GORAB
ENSG00000215450	20	AL022342.1
ENSG00000253763	14	IGHV3-6
ENSG00000211938	14	IGHV3-7
ENSG00000282639	14	IGHV3-64D
ENSG00000105552	19	BCAT2
ENSG00000282651	14	IGHV5-10-1
ENSG00000241596	3	AC092468.1
ENSG00000117480	1	FAAH
ENSG00000274565	17	AC080038.2
ENSG00000172020	3	GAP43
ENSG00000265494	17	AC005304.2
ENSG00000225156	2	AC012354.1
ENSG00000233852	17	AC005304.1
ENSG00000277463	17	AC080038.3
ENSG00000141028	17	CDRT15P1
ENSG00000266744	17	AC005304.3
ENSG00000115568	2	ZNF142
ENSG00000236480	1	PKMP1
ENSG00000264044	17	AC005726.2
ENSG00000011028	17	MRC2
ENSG00000265287	17	AC005726.4
ENSG00000006695	17	COX10
ENSG00000198156	16	NPIPB6
ENSG00000261633	16	AC018552.3
ENSG00000227543	17	SPAG5-AS1
ENSG00000176170	17	SPHK1
ENSG00000271623	16	AC138894.3
ENSG00000249713	5	AC026725.1
ENSG00000258472	17	AC005726.1
ENSG00000273331	3	TM4SF19-TCTEX1D2
ENSG00000250574	5	AC112173.1
ENSG00000225407	5	AC025188.1
ENSG00000142515	19	KLK3
ENSG00000160307	21	S100B
ENSG00000164220	5	F2RL2
ENSG00000272741	3	AC069257.4
ENSG00000259134	15	LINC00924
ENSG00000087111	17	PIGS
ENSG00000205336	16	ADGRG1
ENSG00000163959	3	SLC51A
ENSG00000273923	15	AC104260.1
ENSG00000280304	15	AC104260.2
ENSG00000248441	15	LINC01197
ENSG00000157978	1	LDLRAP1
ENSG00000236088	17	COX10-AS1
ENSG00000074582	2	BCS1L
ENSG00000213152	12	RPL7AP60
ENSG00000163808	3	KIF15
ENSG00000257658	12	AC004217.2
ENSG00000146776	7	ATXN7L1
ENSG00000258711	14	AL358334.2
ENSG00000261499	17	AC233699.1
ENSG00000225643	1	AL606491.1
ENSG00000114978	2	MOB1A
ENSG00000232475	Y	HSFY5P
ENSG00000173064	12	HECTD4
ENSG00000267518	17	AC090699.2
ENSG00000235897	3	TM4SF19-AS1
ENSG00000229553	Y	USP9YP17
ENSG00000279713	17	AC080038.4
ENSG00000161542	17	PRPSAP1
ENSG00000288026	16	AC096996.3
ENSG00000261017	16	AC096996.1
ENSG00000253495	8	CYCSP23
ENSG00000239205	3	LINC02023
ENSG00000228859	CHR_HSCHR6_MHC_DBB_CTG1	LY6G6C
ENSG00000136960	8	ENPP2
ENSG00000076650	19	GPATCH1
ENSG00000065320	17	NTN1
ENSG00000265168	17	AC005726.3
ENSG00000121871	3	SLITRK3
ENSG00000285700	15	AC104260.3
ENSG00000258489	15	AC027013.1
ENSG00000007216	17	SLC13A2
ENSG00000224393	CHR_HSCHR6_MHC_DBB_CTG1	MPIG6B
ENSG00000143801	1	PSEN2
ENSG00000262966	17	AC005695.1
ENSG00000211941	14	IGHV3-11
ENSG00000279201	2	AC073263.3
ENSG00000254215	14	IGHVIII-11-1
ENSG00000279070	2	AC073263.2
ENSG00000231848	2	AC012354.2
ENSG00000132600	16	PRMT7
ENSG00000254174	14	IGHV1-12
ENSG00000272609	3	AC016252.1
ENSG00000155099	8	PIP4P2
ENSG00000211942	14	IGHV3-13
ENSG00000066405	3	CLDN18
ENSG00000226345	3	AC083822.1
ENSG00000253412	14	IGHVIII-13-1
ENSG00000168757	Y	TSPY2
ENSG00000170577	2	SIX2
ENSG00000286547	9	AL157938.4
ENSG00000114200	3	BCHE
ENSG00000228850	Y	CDY12P
ENSG00000226624	7	AC005099.1
ENSG00000160539	9	PLPP7
ENSG00000251610	3	AC083906.4
ENSG00000163960	3	UBXN7
ENSG00000044574	9	HSPA5
ENSG00000253358	8	AC087439.1
ENSG00000115386	2	REG1A
ENSG00000232022	1	FAAHP1
ENSG00000274533	CHR_HSCHR19LRC_LRC_S_CTG3_1	KIR2DS4
ENSG00000259316	15	AC087632.2
ENSG00000123505	6	AMD1
ENSG00000109101	17	FOXN1
ENSG00000244128	3	LINC01322
ENSG00000224863	1	LINC01398
ENSG00000073737	2	DHRS9
ENSG00000184205	X	TSPYL2
ENSG00000232029	Y	ELOCP15
ENSG00000273816	17	AC005695.3
ENSG00000257494	12	AC004217.1
ENSG00000169807	Y	PRY2
ENSG00000240668	3	KRT8P36
ENSG00000206535	3	LNP1
ENSG00000158163	3	DZIP1L
ENSG00000109103	17	UNC119
ENSG00000236951	Y	AC007359.1
ENSG00000154174	3	TOMM70
ENSG00000225822	3	UBXN7-AS1
ENSG00000131548	Y	TTTY6B
ENSG00000225240	3	AC117490.1
ENSG00000249628	12	LINC00942
ENSG00000204787	2	REG1CP
ENSG00000273013	3	AC117490.2
ENSG00000163961	3	RNF168
ENSG00000092841	12	MYL6
ENSG00000277709	CHR_HSCHR19LRC_LRC_J_CTG3_1	KIR3DL2
ENSG00000242178	3	MTND4P17
ENSG00000204348	6	DXO
ENSG00000240084	3	MTND4LP10
ENSG00000276996	CHR_HSCHR5_3_CTG1	SLC6A3
ENSG00000240824	3	MTND3P7
ENSG00000153721	6	CNKSR3
ENSG00000235956	CHR_HSCHR6_MHC_SSTO_CTG1	PRRT1
ENSG00000242456	3	MTCO3P38
ENSG00000242326	3	MCUR1P2
ENSG00000214097	3	SMCO1
ENSG00000244429	3	AC104629.1
ENSG00000166747	16	AP1G1
ENSG00000244321	3	LINC01326
ENSG00000228968	2	AC096554.1
ENSG00000186451	3	SPATA12
ENSG00000204930	9	FAM221B
ENSG00000166803	15	PCLAF
ENSG00000169964	3	TMEM42
ENSG00000274149	3	AC072046.2
ENSG00000224962	3	PSAT1P4
ENSG00000213358	3	AC092933.1
ENSG00000240458	3	AC072046.1
ENSG00000272202	3	AC097358.2
ENSG00000225770	3	RPS29P3
ENSG00000012504	12	NR1H4
ENSG00000231516	3	CBX1P5
ENSG00000240033	3	AC069439.2
ENSG00000250042	4	LINC02514
ENSG00000286535	8	AC139019.1
ENSG00000280543	8	ASAP1-IT2
ENSG00000239227	3	AC069439.1
ENSG00000287201	8	AC009682.1
ENSG00000169800	Y	RBMY1F
ENSG00000260238	1	PMF1-BGLAP
ENSG00000220343	3	PPIAP74
ENSG00000285645	9	AL133410.3
ENSG00000153317	8	ASAP1
ENSG00000225815	2	AC092669.1
ENSG00000137103	9	TMEM8B
ENSG00000232164	2	LINC01873
ENSG00000261546	16	AC135782.3
ENSG00000180422	16	LINC00304
ENSG00000083812	19	ZNF324
ENSG00000176428	7	VPS37D
ENSG00000185798	3	WDR53
ENSG00000242252	1	BGLAP
ENSG00000223714	X	LINC02601
ENSG00000018610	X	CXorf56
ENSG00000285287	9	AL354855.1
ENSG00000176715	16	ACSF3
ENSG00000226641	X	AL391647.1
ENSG00000225545	1	AL162399.1
ENSG00000235303	1	AL023495.1
ENSG00000235321	2	AC007556.1
ENSG00000286553	6	AL357075.2
ENSG00000160781	1	PAQR6
ENSG00000083807	19	SLC27A5
ENSG00000175538	11	KCNE3
ENSG00000181085	8	MAPK15
ENSG00000100505	14	TRIM9
ENSG00000174013	3	FBXO45
ENSG00000169118	15	CSNK1G1
ENSG00000169064	3	ZBBX
ENSG00000112038	6	OPRM1
ENSG00000286661	3	AC092933.2
ENSG00000253709	14	IGHV1-14
ENSG00000232065	3	LINC01063
ENSG00000231156	2	AC093702.1
ENSG00000211943	14	IGHV3-15
ENSG00000204344	6	STK19
ENSG00000242640	4	RPS29P11
ENSG00000253458	14	IGHVII-15-1
ENSG00000273901	19	AC012313.9
ENSG00000211944	14	IGHV3-16
ENSG00000249277	4	AC092436.2
ENSG00000083838	19	ZNF446
ENSG00000283948	14	IGHVIII-16-1
ENSG00000255444	11	CYCSP27
ENSG00000244159	8	RPS27AP13
ENSG00000104835	19	SARS2
ENSG00000279693	16	AC099521.3
ENSG00000254046	14	IGHV1-17
ENSG00000259797	16	AC020978.1
ENSG00000273894	14	SLC20A1P2
ENSG00000255440	11	AP001085.1
ENSG00000137133	9	HINT2
ENSG00000147509	8	RGS20
ENSG00000259055	14	AL591770.1
ENSG00000254928	11	AP001372.3
ENSG00000103056	16	SMPD3
ENSG00000287990	14	AL358334.4
ENSG00000166359	19	WDR88
ENSG00000254631	11	AP001372.1
ENSG00000286519	2	AC009236.1
ENSG00000212961	11	HNRNPA1P40
ENSG00000205054	2	LINC01121
ENSG00000286221	16	AC009070.1
ENSG00000254974	11	AP001372.4
ENSG00000165434	11	PGM2L1
ENSG00000254548	8	AC105219.2
ENSG00000231054	2	AC093833.1
ENSG00000286728	2	AC009236.2
ENSG00000227517	17	LINC01483
ENSG00000250050	4	MTND4P9
ENSG00000229159	Y	TSPY23P
ENSG00000166451	16	CENPN
ENSG00000279766	8	AC067931.1
ENSG00000211945	14	IGHV1-18
ENSG00000280326	8	AC067931.2
ENSG00000225615	Y	RBMY2UP
ENSG00000269106	19	AC012313.7
ENSG00000229234	Y	RBMY1KP
ENSG00000267184	17	AC002545.1
ENSG00000123908	8	AGO2
ENSG00000254219	8	AC087439.2
ENSG00000253883	14	IGHV3-19
ENSG00000215560	Y	TTTY5
ENSG00000248133	4	MTND4LP22
ENSG00000236083	9	OR13E1P
ENSG00000229940	Y	TSPY22P
ENSG00000271201	14	AC247036.1
ENSG00000237560	17	LINC01497
ENSG00000251353	4	MTND3P5
ENSG00000234830	Y	FAM197Y9
ENSG00000211946	14	IGHV3-20
ENSG00000248654	4	MTCO3P44
ENSG00000275921	CHR_HSCHR19LRC_LRC_J_CTG3_1	CU633846.1
ENSG00000211947	14	IGHV3-21
ENSG00000174007	3	CEP19
ENSG00000271074	2	AC012491.1
ENSG00000253957	14	IGHV3-22
ENSG00000225381	X	RPS5P7
ENSG00000231017	2	AC013404.1
ENSG00000174004	3	NRROS
ENSG00000230258	17	AC005208.1
ENSG00000013375	6	PGM3
ENSG00000158525	7	CPA5
ENSG00000153822	17	KCNJ16
ENSG00000154845	18	PPP4R1
ENSG00000242385	3	LINC00901
ENSG00000243197	3	TUSC7
ENSG00000143995	2	MEIS1
ENSG00000102271	X	KLHL4
ENSG00000287457	17	AC005821.2
ENSG00000265702	17	AC005821.1
ENSG00000155100	8	OTUD6B
ENSG00000163964	3	PIGX
ENSG00000118017	3	A4GNT
ENSG00000173838	17	MARCHF10
ENSG00000185565	3	LSAMP
ENSG00000286396	3	AC023049.1
ENSG00000267603	17	LINC01028
ENSG00000241669	3	LINC01327
ENSG00000176410	7	DNAJC30
ENSG00000257809	12	AC034102.5
ENSG00000138231	3	DBR1
ENSG00000267992	19	AC010605.1
ENSG00000258199	12	AC073896.4
ENSG00000272457	8	AC113194.1
ENSG00000269190	19	FBXO17
ENSG00000196465	12	MYL6B
